"Data ID","ISO","Event ID","Event Date","Year","Time Precision","Event Type","Actor I","Associated Actor 1","Inter 1","Actor 2","Associated Actor 2","Inter 2","Interaction","Region","Country","Province","Administration 1","Administration 2","Administration 3","Location","Latitude","Longitude","Geo Precision","Source","Coverage","Notes","Fatalities","Timestamp","CC"
"2104106","144","SRI607","607","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Attanagalla","Attanagalla","7.1152","80.1341","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104107","144","SRI608","608","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Biyagama","Biyagama","6.9689","79.977","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104108","144","SRI609","609","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Divulapitiya","Divulapitiya","7.224","80.0094","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104110","144","SRI610","610","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Dompe","Dompe","6.9503","80.051","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104111","144","SRI611","611","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Gampaha","Gampaha","7.0897","79.9925","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104112","144","SRI612","612","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Ja-Ela","Ja Ela","7.0744","79.8919","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104113","144","SRI613","613","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Katana","Katana","7.1942","79.8912","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104114","144","SRI614","614","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Kelaniya","Kelaniya","6.9553","79.922","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104115","144","SRI615","615","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Mahara","Mahara","7.0098","80.0115","1","Hiru News","National","A protest was staged in Mahara on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104116","144","SRI616","616","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Minuwangoda","Minuwangoda","7.1663","79.9533","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104117","144","SRI617","617","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Mirigama","Mirigama","7.2439","80.1212","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104118","144","SRI618","618","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Moratuwa","Moratuwa","6.773","79.8816","1","Daily News","National","On Monday, the Moratuwa University student's protest hampered traffic at Galle Road from Katubedda junction. The protest was against policies of the Southern Asian Institute of Technology and Management (SAITM) in Malabe.","0","1542756409","LKA"
"2104119","144","SRI619","619","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Negombo","Negombo","7.2083","79.8358","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104121","144","SRI620","620","30 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Wattala","Wattala","6.9779","79.8898","1","Hiru News","National","Employees attached to Divisional Secretariats of the Gampaha District staged protests in Attanagalle, Biyagama, Divulapitiya, Dompe, Gampaha, Ja Ela, Katana, Kelaniya, Minuwangoda, Mirigama, Negombo and Wattala on 30 January 2017 against the conduct of a deputy minister.","0","1542756409","LKA"
"2104105","144","SRI606","606","24 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily News","National","On Tuesday, the area surrounding the Pittala junction, Colpetty in Colombo was reportedly heavily congested due to a protest march by manpower workers. The protest was in demand of permanent employment policy.","0","1542756409","LKA"
"2104104","144","SRI605","605","23 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Weeraketiya","Walasmulla","6.1521","80.6941","1","Hiru News","National","Parents of students in Walasmulla staged a protest on 23 January 2017 against the transfer of their school principal.","0","1542756409","LKA"
"2104102","144","SRI603","603","22 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Central","Nuwara Eliya","Ambagamuwa","Nallathanniya","6.8248","80.5207","1","Daily Mirror","National","More than 500 people, including plantation workers and representatives of the business community on Sunday staged a protest at the SLTB bus stand in front of the Nallathanniya Police demanding the authorities to save Sri Pada sacred area and the adjacent State forests from the ongoing land grab","0","1542756409","LKA"
"2104103","144","SRI604","604","22 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Central","Nuwara Eliya","Nuwara Eliya","Nuwara Eliya","6.9707","80.7828","1","Hiru News","National","A protest was held in Nuwara Eliya on 22 January 2017 urging authorities to look into the rapid decrease of water levels at the Lovers Leap Falls.","0","1542756409","LKA"
"2104101","144","SRI602","602","19 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Medical Faculty Students' Action Committee and the Inter-University Students' Federation staged a protest in Colombo on 19 January 2017 against SAITM.","0","1542756409","LKA"
"2104100","144","SRI601","601","18 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Central","Kandy","Medadumbara","Teldeniya","7.2969","80.7686","1","Hiru News","National","Shop owners in Teldeniya staged a protest on 18 January 2017 against the removal of unauthorized shops by the authorities.","0","1542756409","LKA"
"1859116","144","SRI600","600.0","18 January 2017","2017","1","Violence against civilians","Unidentified Armed Group (Sri Lanka)","Students (Sri Lanka)","3","Civilians (Sri Lanka)","Students (Sri Lanka)","7","37","Southern Asia","Sri Lanka","Central","Kandy","Yatinuwara","Peradeniya","7.2622","80.5841","1","Daily Mirror","National","A 21-year-old undergraduate of Peradeniya University, who is a son of a High Court Judge, was assaulted by a group of second-year university students Wednesday for taking part in a protest against a phenomenon common at Sri Lanka's government universities called ragging.","0","1536936463","LKA"
"2104098","144","SRI599","599","16 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Galle","Galle Four Gravets","Galle","6.0367","80.217","1","Hiru News","National","Parents and students staged a protest in Galle on 16 January 2017 against the appointment of a new school principal.","0","1542756409","LKA"
"2102854","144","SRI1261","1261","16 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Katana","Seeduwa","7.1305","79.8871","1","Daily Mirror","National","A federation of trade unions staged a protest in Seeduwa town, Western on 16 Jan, against the termination of 66 workers who were members of the federation.","0","1542756408","LKA"
"2104097","144","SRI598","598","15 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Ja-Ela","Dandugama","7.0989","79.8817","1","Hiru News","National","Protests were staged in Dandugama on 15 January 2017 both for and against land filling.","0","1542756409","LKA"
"1858972","144","SRI597","597.0","08 January 2017","2017","1","Violence against civilians","Military Forces of Sri Lanka (2015-)","","1","Civilians (India)","Fishermen (India)","7","17","Southern Asia","Sri Lanka","Northern","Jaffna","Delft","Neduntheevu","9.5167","79.6833","2","Kashmir Times","Regional","A 34-year-old Tamil Nadu fisherman was injured when he and 7 others were attacked by the Sri Lankan Navy for fishing in their territorial waters off the coast of Neduntheevu. He was admitted to hospital.","0","1536936463","LKA"
"2104096","144","SRI596","596","07 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","JO: Joint Opposition","6","Police Forces of Sri Lanka (2015-)","","1","16","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily Mirror; Daily News","National","On Saturday, police fired tear gas and water cannon to disperse a group of people including Joint Opposition MPs, who are staging a protest in Hambantota where the foundation stone for the Hambantota Industrial Zone was laid.","0","1542756409","LKA"
"2104095","144","SRI595","595","07 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","Police Forces of Sri Lanka (2015-)","","1","16","Southern Asia","Sri Lanka","Southern","Hambantota","Ambalanthota","Ambalantota","6.1196","81.0214","2","St. Louis Post-Dispatch (Missouri)","International","Sri Lankan police used water cannon to disperse protesters who staged a demonstration On January 7, against a plan to take over private land for an industrial zone in which China will have a major stake outside the inauguration ceremony for the industrial zone in Mirijjawila village in Ambalantota.","0","1542756409","LKA"
"2104094","144","SRI594","594","06 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","The Janatha Vimukthi Peramuna (JVP) on Friday staged a massive protest against the proposed lease of 15,000 acres of land to China, in Hambantota.","0","1542756409","LKA"
"2104092","144","SRI592","592","05 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Galle","Balapitiya","Balapitiya","6.278","80.0366","1","Hiru News","National","Parents of students staged a protest in Balapitiya on 5 January 2017 against their school being without a grade 5 teacher.","0","1542756409","LKA"
"2104093","144","SRI593","593","05 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Galle","Balapitiya","Balapitiya","6.278","80.0366","1","Hiru News","National","Parents in Balapitiya staged a protest on 5 January 2017 urging authorities to halt the transfer of 108 teachers temporarily.","0","1542756409","LKA"
"2102853","144","SRI1260","1260","04 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Uva","Badulla","Badulla","Badulla","6.9895","81.0557","1","Daily Mirror","National","The Organization to Protect External Degrees staged a protest in Badulla city, Uva on 4 Jan against private education.","0","1542756408","LKA"
"2104090","144","SRI590","590","03 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Galle","Balapitiya","Ahungalla","6.3136","80.0322","1","Hiru News","National","Parents of students in Ahungalla staged a protest on 3 January 2017 demanding teachers for their school.","0","1542756409","LKA"
"2104091","144","SRI591","591","03 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Lottery agents staged a protest in Colombo on 3 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104086","144","SRI587","587","02 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Galle","Galle Four Gravets","Galle","6.0367","80.217","1","Hiru News","National","Lottery agents staged a protest in Galle on 2 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104087","144","SRI588","588","02 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Matara","Matara Four Gravets","Matara","5.9485","80.5353","1","Hiru News","National","Lottery agents staged a protest in Matara on 2 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104088","144","SRI589","589","02 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Kalutara","Panadura","Panadura","6.7132","79.9026","1","Hiru News","National","Lottery agents staged a protest in Panadura on 2 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104084","144","SRI585","585","01 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","North Central","Anuradhapura","N. Palatha East","Anuradhapura","8.3123","80.4131","1","Hiru News","National","Lottery agents staged a protest in Anuradhapura on 1 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104085","144","SRI586","586","01 January 2017","2017","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Kalutara","Horana","Horana","6.7159","80.0626","1","Hiru News","National","Lottery agents staged a protest in Horana on 1 January 2017 against the increase in the price of lottery tickets.","0","1542756409","LKA"
"2104083","144","SRI584","584","26 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Kalutara","Beruwala","Aluthgama","6.4333","79.9997","1","Hiru News","National","A protest was staged in Aluthgama on 26 December 2016 against a betting center in the area.","0","1542756409","LKA"
"2102851","144","SRI1259","1259","26 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Farmers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","North Western","Kurunegala","Mahawa","Mahawa","7.8167","80.25","1","Daily Mirror","National","Farmers staged a protest in Mahawa town, North Western, on 26 Dec, against the selling of rice stocks to large scale mill owners.","0","1542756408","LKA"
"2104082","144","SRI583","583","23 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","A protest led by the Janatha Vimunkthi Peramuna (JVP) happened on Friday in front of the administrative building of the Hambantota port. The crowd is protesting the lease of land to China.","0","1542756409","LKA"
"2104080","144","SRI581","581","21 December 2016","2016","2","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","The State Pharmacists' Association staged a protest in Colombo in December 2016 in favor of their various demands.","0","1542756409","LKA"
"2104081","144","SRI582","582","21 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Postal workers staged a protest in Colombo on 21 December 2016 demanding solutions to 7 issues including recruitment and promotion procedures.","0","1542756409","LKA"
"1859063","144","SRI1258","1258.0","21 December 2016","2016","1","Riots/Protests","Rioters (Sri Lanka)","","5","Civilians (Sri Lanka)","Labour Group (Sri Lanka); Police Forces of Sri Lanka (2015-)","7","57","Southern Asia","Sri Lanka","Western","Colombo","Padukka","Padukka","6.8408","80.0897","1","Daily Mirror","National","Residents of Padukka town, Western, attacked a granite quarry on 21 Dec due to damage to their houses caused by the blasting of rocks. Several workers of the quarry were injured in the attack. 2 people were arrested.","0","1536936463","LKA"
"2104077","144","SRI579","579","15 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Journalists (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Media Organizations staged a protest in Colombo on 15 December 2016 against the assault on a Hiru News journalist by a naval commander.","0","1542756409","LKA"
"2104079","144","SRI580","580","15 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 15, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2102850","144","SRI1257","1257","15 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","Depositors of the Wattegedara SANASA Bank staged a protest in Colombo city, Western, on 15 Dec demanding an investigation into bank fraud.","0","1542756408","LKA"
"2104076","144","SRI578","578","14 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 14, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104074","144","SRI576","576","13 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 13, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104075","144","SRI577","577","13 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Journalists (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Ja-Ela","Ja Ela","7.0744","79.8919","1","Hiru News","National","The Western province professional journalists association and the Gampaha district Journalists foundation staged a protest in Ja Ela on 13 December 2016 against the assault on a Hiru News journalist by a naval commander.","0","1542756409","LKA"
"2104073","144","SRI575","575","12 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 12, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104072","144","SRI574","574","11 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 11, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"1858116","144","SRI573","573.0","10 December 2016","2016","1","Riots/Protests","Rioters (Sri Lanka)","","5","Military Forces of Sri Lanka (2015-)","","1","15","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","Protesters clashing with the Navy at Hambantota port. The Navy brought the situation under control and were able to secure the two ships which were held by the protesters.","0","1536936462","LKA"
"2104070","144","SRI571","571","09 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 9, workers of the Hambanthota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104071","144","SRI572","572","09 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Central","Kandy","Yatinuwara","Peradeniya","7.2622","80.5841","1","Hiru News","National","University students staged a protest in Peradeniya on 9 December 2016 against the punishment imposed on two students by the university authorities.","0","1542756409","LKA"
"2102849","144","SRI1256","1256","09 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Uva","Badulla","Badulla","Badulla","6.9895","81.0557","1","Daily Mirror","National","Students staged a protest in Badulla city, Uva on 9 Dec against the privatization of education.","0","1542756408","LKA"
"2104067","144","SRI569","569","08 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 8, workers of the Hambanthota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104069","144","SRI570","570","08 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Uva","Badulla","Uva Paranagama","Paranagama","6.9623","80.8837","1","Hiru News","National","Residents of Uva Paranagama staged a protest on 8 December 2016 against the health minister and other officials who failed to show up to a discussion regarding the government's move to transform the area base hospital into a regional one.","0","1542756409","LKA"
"2104064","144","SRI566","566","07 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Farmers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Eastern","Ampara","Ampara","Ampara","7.2975","81.682","2","Daily Mirror","National","More than a thousand farmers in the Ampara district Wednesday staged a protest demanding the immediate payment of the fertilizer subsidy. The protest was organised by the All Ceylon Agrarian Organisation and Ampara Farmers' Organisation. They requested the government to pay the fertilizer subsidy without endangering the Maha season's paddy cultivation and to avoid any possible crop devastation.","0","1542756409","LKA"
"2104065","144","SRI567","567","07 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Daily News","National","On Dec. 7, workers of the Hambantota harbour workers union held a protest against the government's move to lease the port to a Chinese company. They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104066","144","SRI568","568","07 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Magampura","6.1239","81.1007","1","Daily News","National","Magampura Port employees on Wednesday held a protest against the government's move to lease the port to a Chinese company, They said that they will lose their employments after the Chinese company took over the port's operation.","0","1542756409","LKA"
"2104063","144","SRI565","565","06 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Uva","Moneragala","Moneragala","Monaragala","6.8714","81.3487","1","Hiru News","National","A protest was staged in Monaragala on 6 December 2016 against the death of a baby due to alleged hospital negligence.","0","1542756409","LKA"
"2104057","144","SRI559","559","05 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Ambalanthota","Ambalantota","6.1196","81.0214","1","Daily Mirror","National","Residents of several areas in the Hambantota District Monday staged protests against the proposed alienation of land to Chinese companies. More than 10,000 people including Maha Sangha from Ambalantota participated in the protests.","0","1542756409","LKA"
"2104058","144","SRI560","560","05 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Ambalanthota","Ambalantota","6.1196","81.0214","1","Daily Mirror","National","Residents of several areas in the Hambantota District Monday staged protests against the proposed alienation of land to Chinese companies. More than 10,000 people including those from Pahalaberagama participated in the protests.","0","1542756409","LKA"
"2104059","144","SRI561","561","05 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Arawanamulla","6.1591","81.0598","1","Daily Mirror","National","Residents of several areas in the Hambantota District Monday staged protests against the proposed alienation of land to Chinese companies. More than 10,000 people including those from Arawanamulla participated in the protests.","0","1542756409","LKA"
"2104060","144","SRI562","562","05 December 2016","2016","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","2","Daily Mirror","National","Residents of several areas in the Hambantota District Monday staged protests against the proposed alienation of land to Chinese companies. More than 10,000 people including those from Manajjawa participated in the protests.","0","1542756409","LKA"
